EVT EQUIP-ID,EVENT-ID,WCE,DDR,WCE NARRATIVE,CORRECTIVE ACTION
D1234,L399406658,1,1,porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius,id nulla ultrices aliquet maecenas leo odio condimentum id luctus
C1234,L106984038,2,2,amet cursus id turpis integer aliquet massa id lobortis convallis tortor,semper porta volutpat quam pede lobortis ligula sit amet eleifend
B1234,L497018461,2,1,libero ut massa volutpat convallis morbi odio odio elementum eu,augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi
D1234,L978284256,2,1,ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum,montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes
A1234,L123420689,3,2,nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat,donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a
C1234,L187758111,3,2,sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium,duis at velit eu est congue elementum in hac habitasse platea dictumst morbi
C1234,L218201114,1,2,ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui,nulla mollis molestie lorem quisque ut erat curabitur gravida nisi
A1234,L547719127,2,1,nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl,ac lobortis vel dapibus at diam nam tristique tortor eu
A1234,L043740930,1,1,aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui,condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et
A1234,L046256763,2,1,sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum,aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam
B1234,L687984955,2,1,et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque,ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in
A1234,L081406704,1,2,congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget,lobortis ligula sit amet eleifend pede libero quis orci nullam
D1234,L473934179,2,2,eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet,quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede
C1234,L723704241,2,2,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra,tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget
A1234,L552728218,3,1,volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus,curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam
A1234,L410461533,1,1,mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae,enim leo rhoncus sed vestibulum sit amet cursus id turpis integer
B1234,L890282220,2,1,nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada,dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id
A1234,L830101447,2,2,felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis,iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus
D1234,L010044437,1,2,sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque,a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla
D1234,L335544526,2,2,felis fusce posuere felis sed lacus morbi sem mauris laoreet,vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede
B1234,L730228439,1,2,ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat,tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac
B1234,L739692756,2,2,posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec,risus praesent lectus vestibulum quam sapien varius ut blandit non
A1234,L327331689,2,2,morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus,a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit
C1234,L709060787,2,2,eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo,at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non
B1234,L962542881,2,1,etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida,volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet
A1234,L916005517,2,1,nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in,et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat
A1234,L511923293,3,1,cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat,nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer
B1234,L945979934,1,1,commodo placerat praesent blandit nam nulla integer pede justo lacinia,pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis
B1234,L704051162,1,1,sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec,amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus
D1234,L761678576,3,2,montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor,nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl
B1234,L466918357,1,1,suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam,nulla mollis molestie lorem quisque ut erat curabitur gravida nisi
A1234,L519046228,2,2,sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus,morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo
C1234,L563369615,3,1,erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis,consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo
B1234,L716929747,1,1,sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus,amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas
D1234,L919042634,1,2,massa donec dapibus duis at velit eu est congue elementum in hac,amet eros suspendisse accumsan tortor quis turpis sed ante vivamus
A1234,L460755958,1,1,id luctus nec molestie sed justo pellentesque viverra pede ac,nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis
D1234,L699601972,3,2,etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus,potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus
A1234,L618662212,3,2,aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed,nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat
B1234,L068876825,3,1,justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus,neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit
B1234,L066613368,2,2,lorem quisque ut erat curabitur gravida nisi at nibh in,morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce
D1234,L187578417,3,2,molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci,proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis
D1234,L117573133,3,1,pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer,non mauris morbi non lectus aliquam sit amet diam in magna bibendum
D1234,L347407146,2,2,at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat,non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus
C1234,L893630606,3,1,lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in,cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec
C1234,L196879294,3,1,mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea,lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo
C1234,L426030554,3,2,duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla,libero rutrum ac lobortis vel dapibus at diam nam tristique tortor
B1234,L998753949,1,2,sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis,aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus
C1234,L633569923,2,1,est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus,curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit
B1234,L149072021,2,2,congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien,lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus
A1234,L630780758,3,2,ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo,elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum
A1234,L843393019,2,1,nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer,pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat
B1234,L044718277,1,2,eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor,lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at
A1234,L380076608,1,2,suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla,iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit
D1234,L807204010,2,1,non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla,aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis
D1234,L581842674,1,2,nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat,mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id
C1234,L041919241,2,1,aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede,ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam
A1234,L148861635,1,2,eu felis fusce posuere felis sed lacus morbi sem mauris laoreet,vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum
C1234,L381480905,3,1,odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam,ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at
A1234,L447491541,2,1,purus aliquet at feugiat non pretium quis lectus suspendisse potenti,integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna
B1234,L768655257,1,1,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate
B1234,L312284417,1,2,mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec,aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in
B1234,L005355324,3,2,blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit,nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel
C1234,L629419219,1,1,et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum,enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue
B1234,L920336928,2,1,nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla,eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes
A1234,L300663785,2,2,et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus,et ultrices posuere cubilia curae nulla dapibus dolor vel est
B1234,L687835742,1,2,dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti,ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis
B1234,L891236163,2,1,ut erat curabitur gravida nisi at nibh in hac habitasse platea,felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis
